Fault Type,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,Outage due to,Time to Acknowledge,Time to Resolve
Down-Link-Link,2016-07-02 23:03:15,2016-07-02 23:02:58,,U/G Fiber Cut,U/G Fiber Cut,2016-07-03 11:52:32,2016-07-03 11:34:48,F@H End Problem,-0.2833333333333333,751.55
Down-Link-Link,2016-06-30 09:11:41,2016-06-30 08:59:28,,Core Break,Core Break (LDP/BDB),2016-06-30 16:21:17,2016-06-30 16:04:17,F@H End Problem,-12.216666666666667,412.6
Down-Link-Link,2016-06-26 10:47:18,2016-06-26 10:42:02,Passive,Faulty,Patch Cord Cut - LDP/BDB,2016-06-26 20:38:07,2016-06-26 18:06:36,F@H End Problem,-5.266666666666667,439.3
Down-Link-Link,2016-06-08 14:09:24,2016-06-08 13:50:44,,U/G Fiber Cut,U/G Fiber Cut,2016-06-09 11:31:05,2016-06-09 05:30:15,F@H End Problem,-18.666666666666668,920.85
Down-Link-Link,2016-06-08 14:05:22,2016-06-08 13:47:36,,U/G Fiber Cut,U/G Fiber Cut,2016-06-11 17:47:07,2016-06-08 21:52:46,F@H End Problem,-17.766666666666666,467.4
Down-Link-Link,2016-06-06 23:33:48,2016-06-06 23:18:28,,Core Bend,Core Bend (O/H),2016-06-07 01:38:35,2016-06-06 23:55:35,F@H End Problem,-15.333333333333334,21.783333333333335
Down-Link-Link,2016-06-06 18:38:04,2016-06-06 18:45:35,,Core Break,Core Break (LDP/BDB),2016-06-08 07:27:50,2016-06-08 05:43:26,F@H End Problem,7.516666666666667,2105.366666666667
Down-Link-Link,2016-06-06 10:15:38,2016-06-06 10:23:44,,Client End Problem,Client End Problem (Others),2016-06-08 12:29:15,2016-06-08 12:32:25,Client End Problem,8.1,3016.7833333333333
Fluctuation-Link-Link,2016-06-04 10:50:28,2016-06-04 10:56:28,,Client End Problem,Client End Problem (Others),2016-06-07 21:03:37,2016-06-04 13:39:00,Client End Problem,6.0,168.53333333333333
Down-Site-STM,2016-05-31 11:50:20,2016-05-31 11:36:40,,Client End Problem,Client End Problem (Others),2016-05-31 22:59:46,2016-05-31 15:30:58,Client End Problem,-13.666666666666666,220.63333333333333
Down-Link-Link,2016-05-29 03:20:24,2016-05-29 03:13:49,Passive,OH,Core Break,2016-06-05 16:56:42,2016-06-05 16:00:53,F@H End Problem,-6.583333333333333,10840.483333333334
Down-Link-Link,2016-05-27 21:17:42,2016-05-27 21:19:27,,U/G Fiber Cut,U/G Fiber Cut,2016-05-28 15:02:06,2016-05-28 14:47:00,F@H End Problem,1.75,1049.3
Down-Link-Link,2016-05-22 18:10:42,2016-05-22 18:16:55,Passive,Faulty,Patch Cord Bend - CO,2016-05-23 00:35:13,2016-05-23 00:21:34,F@H End Problem,6.216666666666667,370.8666666666667
Down-Link-Link,2016-05-19 19:33:01,2016-05-19 19:40:10,,O/H Fiber Cut,O/H Fiber Cut,2016-05-22 19:48:48,2016-05-22 19:44:46,F@H End Problem,7.15,4331.75
Down-Link-Link,2016-05-14 05:01:08,2016-05-14 05:07:28,,U/G Fiber Cut,U/G Fiber Cut,2016-05-14 13:25:37,2016-05-14 12:56:00,F@H End Problem,6.333333333333333,474.8666666666667
Down-Link-Link,2016-05-11 13:53:16,2016-05-11 12:09:32,,Logical Problem,Logical Problem (Others),2016-05-11 23:58:44,2016-05-11 23:19:57,F@H End Problem,-103.73333333333333,566.6833333333333
Down-Link-Link,2016-05-11 13:49:52,2016-05-11 12:09:07,,Logical Problem,Logical Problem (Others),2016-05-11 23:56:53,2016-05-11 13:57:54,F@H End Problem,-100.75,8.033333333333333
Down-Link-Link,2016-05-11 13:45:33,2016-05-11 12:09:52,,Client End Problem,Client End Problem (Others),2016-05-12 00:33:22,2016-05-11 13:57:31,Client End Problem,-95.68333333333334,11.966666666666667
Down-Link-Link,2016-05-11 13:31:23,2016-05-11 12:09:20,,Logical Problem,Logical Problem (Others),2016-05-11 23:54:17,2016-05-11 13:57:51,F@H End Problem,-82.05,26.466666666666665
Down-Link-Link,2016-05-11 13:19:12,2016-05-11 12:09:47,,Port Hang,Port Hang (Switch),2016-05-11 23:43:46,2016-05-11 13:57:42,F@H End Problem,-69.41666666666667,38.5
Down-Link-Link,2016-05-05 01:48:14,2016-05-05 01:53:41,,Planned Work,Planned Work (F@H),2016-05-05 10:42:15,2016-05-05 10:59:40,F@H End Problem,5.45,551.4333333333333
Down-Link-Link,2016-04-22 22:19:17,2016-04-22 22:24:38,,Client End Problem,Client End Problem (Others),2016-04-25 20:53:12,2016-04-25 20:48:52,Client End Problem,5.35,4229.583333333333
High Loss-High Loss-Link,2016-04-20 19:19:28,2016-04-20 19:24:29,,Client End Problem,Client End Problem (Others),2016-04-21 17:39:22,2016-04-21 17:34:38,Client End Problem,5.016666666666667,1335.1666666666667
High Loss-High Loss-Link,2016-04-16 11:21:02,2016-04-16 11:25:35,,Client End Problem,Client End Problem (Others),2016-04-20 08:07:34,2016-04-18 12:03:00,Client End Problem,4.55,2921.9666666666667
Down-Link-Link,2016-04-14 03:01:02,2016-04-14 03:05:44,Client,Wrong Complaint,Wrong Complaint,2016-04-14 03:01:34,2016-04-14 03:14:01,Client End Problem,4.7,12.983333333333333
Down-Link-Link,2016-04-14 03:00:08,2016-04-14 03:05:34,,,Client End Problem (Fiber Cut),2016-04-14 17:30:14,2016-04-14 17:30:29,F@H End Problem,5.433333333333334,870.35
Fluctuation-Link-Link,2016-04-14 00:55:38,2016-04-14 01:01:21,,,Patch Cord Faulty,2016-04-16 08:52:56,2016-04-16 07:40:51,F@H End Problem,5.716666666666667,3285.2166666666667
Down-Link-Link,2016-04-13 20:31:24,2016-04-13 20:37:01,,Client End Problem,Client End Problem (Others),2016-04-14 00:47:49,2016-04-14 00:26:00,Client End Problem,5.616666666666666,234.6
Down-Link-Link,2016-04-13 03:14:03,2016-04-13 02:29:44,,O/H Fiber Bend,O/H Fiber Bend,2016-04-17 14:39:29,2016-04-17 14:05:37,F@H End Problem,-44.31666666666667,6411.566666666667
Down-Link-Link,2016-04-02 01:09:45,2016-04-02 01:13:38,,Client End Problem,Client End Problem (Others),2016-04-02 13:43:37,2016-04-02 12:36:42,Client End Problem,3.8833333333333333,686.95
Down-Link-Link,2016-04-02 00:29:59,2016-04-02 00:34:06,,Planned Work,Planned Work (F@H),2016-04-02 02:57:46,2016-04-02 02:36:54,F@H End Problem,4.116666666666666,126.91666666666667
High Loss-High Loss-Link,2016-03-29 13:02:40,2016-03-29 12:55:53,Passive,Faulty,Fiber Adapter Problem - CO,2016-03-30 04:33:36,2016-03-30 04:00:28,F@H End Problem,-6.783333333333333,897.8
Down-Link-Link,2016-03-23 15:11:50,2016-03-23 15:15:20,Passive,Faulty,Patch Cord Bend - CO,2016-03-24 13:57:09,2016-03-23 21:45:40,F@H End Problem,3.5,393.8333333333333
Quality Issue-Bandwidth Problem-Bandwidth problem,2016-03-22 11:14:11,2016-03-22 11:16:27,,Logical Problem,Logical Problem (Others),2016-03-22 17:41:15,2016-03-22 16:56:40,F@H End Problem,2.2666666666666666,342.48333333333335
Down-Link-Link,2016-03-04 16:58:27,2016-03-04 16:50:32,,Client End Problem,Client End Problem (Others),2016-03-04 20:01:25,2016-03-04 20:14:01,Client End Problem,-7.916666666666667,195.56666666666666
Down-Link-Link,2016-03-02 09:36:39,2016-03-02 09:34:48,,Client End Problem,Client End Problem (Others),2016-03-03 21:27:57,2016-03-03 21:08:27,Client End Problem,-1.85,2131.8
Down-Link-Link,2016-03-01 21:06:44,2016-03-01 21:07:54,,Client End Problem,Client End Problem (Others),2016-03-02 00:07:00,2016-03-01 21:45:06,Client End Problem,1.1666666666666667,38.36666666666667
Down-Link-Link,2016-02-26 18:28:23,2016-02-26 18:30:24,,Client End Problem,Client End Problem (Others),2016-02-28 09:57:27,2016-02-28 09:27:56,Client End Problem,2.0166666666666666,2339.55
-Link Down-Link Down,2016-02-25 23:06:26,2016-02-25 23:00:14,,U/G Fiber Cut,U/G Fiber Cut,2016-02-26 22:17:48,2016-02-26 21:24:16,F@H End Problem,-6.2,1337.8333333333333
Down-Link-Link,2016-02-25 06:40:29,2016-02-25 06:42:27,,Client End Problem,Client End Problem (Others),2016-02-25 07:03:41,2016-02-25 07:08:01,Client End Problem,1.9666666666666666,27.533333333333335
Down-Link-Link,2016-02-13 07:32:32,2016-02-13 07:33:36,,U/G Fiber Cut,U/G Fiber Cut,2016-02-13 12:56:02,2016-02-13 12:04:55,F@H End Problem,1.0666666666666667,272.3833333333333
Down-Link-Link,2016-02-12 00:20:23,2016-02-12 00:20:36,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2016-02-13 09:53:53,2016-02-13 07:30:00,Client End Problem,0.21666666666666667,1869.6166666666666
Down-Link-Link,2016-02-01 12:42:18,2016-02-01 12:39:57,,Client End Problem,Client End Problem (Others),2016-02-01 13:19:48,2016-02-01 13:21:19,Client End Problem,-2.35,39.016666666666666
Down-Link-Link,2016-02-01 05:31:21,2016-02-01 04:25:00,,U/G Fiber Cut,U/G Fiber Cut,2016-02-01 05:43:58,2016-02-01 05:10:00,F@H End Problem,-66.35,-21.35
Down-Link-Link,2016-01-30 14:42:17,2016-01-30 12:10:58,,U/G Fiber Cut,U/G Fiber Cut,2016-01-31 15:03:21,2016-01-30 16:28:02,F@H End Problem,-151.31666666666666,105.75
High Loss-High Loss-Link,2016-01-28 17:16:57,2016-01-28 16:52:16,,Client End Problem,Client End Problem (Others),2016-02-01 09:57:56,2016-02-01 05:38:56,Client End Problem,-24.683333333333334,5061.983333333334
Down-Link-Link,2016-01-27 09:35:23,2016-01-27 09:34:31,Client,Wrong Complaint,Wrong Complaint,2016-01-27 09:35:51,2016-01-27 09:35:35,Client End Problem,-0.8666666666666667,0.2
Down-Link-Link,2016-01-27 09:31:31,2016-01-27 07:30:00,Client,Wrong Complaint,Wrong Complaint,2016-01-27 09:49:27,2016-01-27 09:17:46,Client End Problem,-121.51666666666667,-13.75
High Loss-High Loss-Link,2016-01-25 13:34:19,2016-01-25 13:33:39,Client,OH,Fiber Loss,2016-01-26 16:31:36,2016-01-26 04:21:29,Client End Problem,-0.6666666666666666,887.1666666666666
-Link Down-Link Down,2016-01-24 19:13:29,2016-01-24 18:40:24,,Client End Problem,Client End Problem (Others),2016-01-24 22:28:28,2016-01-24 22:00:28,Client End Problem,-33.083333333333336,166.98333333333332
-Link Down-Link Down,2016-01-21 02:37:08,2016-01-21 02:37:04,,,Client End Problem (Fiber Cut),2016-01-21 20:09:01,2016-01-21 09:07:07,F@H End Problem,-0.06666666666666667,389.98333333333335
Down-Link-Link,2016-01-15 01:13:14,2016-01-15 01:05:06,Passive,OH,Core Break,2016-01-15 05:54:53,2016-01-15 02:46:54,F@H End Problem,-8.133333333333333,93.66666666666667
Down-Link-Link,2016-01-01 13:11:37,2016-01-01 13:07:42,,Client End Problem,Client End Problem (Others),2016-01-01 18:40:40,2016-01-01 18:08:39,Client End Problem,-3.9166666666666665,297.03333333333336
Down-Link-Link,2015-12-31 12:18:53,2015-12-31 12:13:33,,Client End Problem,Client End Problem (Others),2015-12-31 19:48:59,2015-12-31 18:26:47,Client End Problem,-5.333333333333333,367.9
Down-Link-Link,2015-12-30 13:16:54,2015-12-30 13:15:09,,Client End Problem,Client End Problem (Others),2015-12-30 16:22:17,2015-12-30 16:19:19,Client End Problem,-1.75,182.41666666666666
Down-Link-Link,2015-12-29 14:52:51,2015-12-29 14:15:00,,Client End Problem,Client End Problem (Others),2015-12-29 14:53:51,2015-12-29 15:00:00,Client End Problem,-37.85,7.15
Down-Link-Link,2015-12-26 05:55:42,2015-12-26 06:01:07,,Client End Problem,Client End Problem (Others),2015-12-26 10:13:17,2015-12-26 07:03:12,Client End Problem,5.416666666666667,67.5
Down-Link-Link,2015-12-20 16:25:21,2015-12-20 16:31:18,,Client End Problem,Client End Problem (Others),2015-12-21 16:28:32,2015-12-20 18:47:28,Client End Problem,5.95,142.11666666666667
Down-Link-Link,2015-12-11 12:24:40,2015-12-11 12:31:05,,,Client End Problem (Fiber Cut),2015-12-13 10:14:59,2015-12-11 12:45:00,F@H End Problem,6.416666666666667,20.333333333333332
Down-Link-Link,2015-12-07 01:14:12,2015-12-07 01:19:43,,U/G Fiber Cut,U/G Fiber Cut,2015-12-07 04:32:46,2015-12-07 04:38:53,F@H End Problem,5.516666666666667,204.68333333333334
-Link Down-Link Down,2015-12-04 03:40:35,2015-12-04 03:30:07,,O/H Fiber Cut,O/H Fiber Cut,2015-12-04 14:11:35,2015-12-04 12:16:27,F@H End Problem,-10.466666666666667,515.8666666666667
Down-Link-Link,2015-12-02 10:08:03,2015-12-02 10:13:54,Client,OH,Fiber Loss,2015-12-03 13:06:40,2015-12-03 13:12:41,Client End Problem,5.85,1624.6333333333334
Down-Link-Link,2015-12-01 09:40:48,2015-12-01 09:46:04,Client,OH,Fiber Loss,2015-12-02 07:18:11,2015-12-01 10:20:00,Client End Problem,5.266666666666667,39.2
Down-Link-Link,2015-11-30 15:18:02,2015-11-30 15:23:40,,Client End Problem,Client End Problem (Others),2015-11-30 17:29:39,2015-11-30 17:35:32,Client End Problem,5.633333333333334,137.5
Down-Link-Link,2015-11-29 14:05:32,2015-11-29 14:11:18,,Client End Problem,Client End Problem (Others),2015-11-29 14:37:57,2015-11-29 14:43:17,Client End Problem,5.766666666666667,37.75
Down-Link-Link,2015-11-29 08:30:02,2015-11-29 08:33:00,Passive,OH,Core Break,2015-11-30 11:52:34,2015-11-30 11:45:59,F@H End Problem,2.966666666666667,1635.95
Down-Link-Link,2015-11-24 19:58:28,2015-11-24 20:02:49,,O/H Fiber Bend,O/H Fiber Bend,2015-11-25 12:37:13,2015-11-25 12:20:52,F@H End Problem,4.35,982.4
Down-Link-Link,2015-11-24 15:00:11,2015-11-24 15:04:52,Client,Wrong Complaint,Wrong Complaint,2015-11-24 20:00:16,2015-11-24 20:05:54,Client End Problem,4.683333333333334,305.71666666666664
Down-Link-Link,2015-11-21 22:01:02,2015-11-21 22:06:00,,Client End Problem,Client End Problem (Others),2015-11-22 13:29:12,2015-11-22 11:05:37,Client End Problem,4.966666666666667,784.5833333333334
Down-Link-Link,2015-11-20 09:34:09,2015-11-20 09:32:00,,Client End Problem,Client End Problem (Others),2015-11-23 11:00:18,2015-11-20 17:30:00,Client End Problem,-2.15,475.85
Down-Link-Link,2015-11-13 11:07:16,2015-11-13 11:12:08,Passive,OH,Core Break,2015-11-13 12:04:37,2015-11-13 12:09:30,F@H End Problem,4.866666666666666,62.233333333333334
Down-Link-Link,2015-11-09 13:45:37,2015-11-09 13:45:54,,U/G Fiber Cut,U/G Fiber Cut,2015-11-10 10:28:47,2015-11-09 21:45:52,F@H End Problem,0.2833333333333333,480.25
Down-Link-Link,2015-10-31 16:43:38,2015-10-31 16:12:26,,O/H Fiber Cut,O/H Fiber Cut,2015-10-31 18:10:26,2015-10-31 16:24:46,F@H End Problem,-31.2,-18.866666666666667
Down-Link-Link,2015-10-31 13:02:36,2015-10-31 13:06:12,,U/G Fiber Bend,U/G Fiber Bend,2015-10-31 19:04:07,2015-10-31 19:08:36,F@H End Problem,3.6,366.0
Down-Link-Link,2015-10-30 11:45:17,2015-10-30 11:48:46,,U/G Fiber Damage,U/G Fiber Damage,2015-10-31 20:18:11,2015-10-31 14:33:00,F@H End Problem,3.4833333333333334,1607.7166666666667
Down-Link-Link,2015-10-30 08:02:44,2015-10-30 08:05:33,,Shifting Problem,Shifting Problem (CO),2015-10-30 09:08:53,2015-10-30 09:12:49,F@H End Problem,2.816666666666667,70.08333333333333
-Link Down-Link Down,2015-10-28 14:22:53,2015-10-28 14:16:12,Passive,OH,Core Bend - OF,2015-10-28 17:06:26,2015-10-28 15:03:17,F@H End Problem,-6.683333333333334,40.4
-Link Down-Link Down,2015-10-27 22:11:21,2015-10-27 17:23:07,,Logical & Physical,Logical & Physical,2015-10-27 22:34:23,2015-10-27 22:34:23,F@H End Problem,-288.23333333333335,23.033333333333335
Down-Link-Link,2015-10-20 09:54:06,2015-10-20 09:57:01,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-10-20 21:01:22,2015-10-20 11:44:00,Client End Problem,2.9166666666666665,109.9
Down-Link-Link,2015-10-19 00:28:22,2015-10-19 00:28:50,,Client End Problem,Client End Problem (Others),2015-10-19 00:44:28,2015-10-19 00:48:01,Client End Problem,0.4666666666666667,19.65
-Link Down-Link Down,2015-10-17 18:15:34,2015-10-17 18:18:22,Client,Wrong Complaint,Wrong Complaint,2015-10-19 10:15:05,2015-10-19 10:17:42,Client End Problem,2.8,2402.133333333333
Down-Link-Link,2015-10-16 16:50:24,2015-10-16 15:20:37,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 18:18:41,2015-10-16 15:27:06,F@H End Problem,-89.78333333333333,-83.3
Down-Link-Link,2015-10-16 13:59:34,2015-10-16 01:17:24,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 16:31:52,2015-10-16 15:27:06,F@H End Problem,-762.1666666666666,87.53333333333333
Down-Link-Link,2015-10-15 11:53:19,2015-10-15 11:36:57,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-10-16 08:46:26,2015-10-15 14:29:00,Client End Problem,-16.366666666666667,155.68333333333334
Down-Link-Link,2015-09-26 16:52:27,2015-09-26 16:53:42,,Client End Problem,Client End Problem (Others),2015-09-27 12:22:13,2015-09-26 18:19:29,Client End Problem,1.25,87.03333333333333
-Link Down-Link Down,2015-09-22 00:11:46,2015-09-21 22:36:17,Passive,OH,Core Break,2015-09-22 08:32:34,2015-09-22 07:55:24,F@H End Problem,-95.48333333333333,463.6333333333333
Down-Link-Link,2015-09-21 20:15:42,2015-09-21 20:16:23,Passive,OH,Core Break,2015-09-22 08:32:47,2015-09-22 07:55:45,F@H End Problem,0.6833333333333333,700.05
Down-Link-Link,2015-09-19 22:00:22,2015-09-19 22:01:29,Passive,Power,F@H Vendor,2015-09-20 09:35:00,2015-09-20 09:36:56,F@H End Problem,1.1166666666666667,696.5666666666667
Down-Link-Link,2015-09-12 14:39:01,2015-09-12 14:39:32,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-09-13 18:53:12,2015-09-13 17:35:00,F@H End Problem,0.5166666666666667,1615.9833333333333
Down-Link-Link,2015-09-10 05:57:05,2015-09-10 04:20:46,,U/G Fiber Cut,U/G Fiber Cut,2015-09-10 07:40:27,2015-09-10 07:41:29,F@H End Problem,-96.31666666666666,104.4
Down-Link-Link,2015-08-22 12:17:00,2015-08-22 12:16:44,,O/H Fiber Cut,O/H Fiber Cut,2015-08-24 06:36:57,2015-08-23 14:20:32,F@H End Problem,-0.26666666666666666,1563.5333333333333
Down-Link-Link,2015-08-21 09:27:26,2015-08-21 09:26:43,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-08-21 14:18:14,2015-08-21 14:07:54,F@H End Problem,-0.7166666666666667,280.46666666666664
Down-Link-Link,2015-08-20 21:33:16,2015-08-20 20:56:00,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-08-21 02:09:31,2015-08-21 02:09:28,Client End Problem,-37.266666666666666,276.2
Down-Link-Link,2015-08-18 04:45:59,2015-08-18 04:45:35,Passive,OH,Core Break,2015-08-18 07:12:14,2015-08-18 06:28:04,F@H End Problem,-0.4,102.08333333333333
Down-Link-Link,2015-08-17 20:31:14,2015-08-17 20:37:10,,O/H Fiber Cut,O/H Fiber Cut,2015-08-19 01:34:58,2015-08-19 01:34:56,F@H End Problem,5.933333333333334,1743.7
